MAE,pass,total,pass_single,n_single,pass_mixed,n_mixed,u_L,u_r,u_d,max_SD,features,n_features
0.14437775781503945,8,30,2,12,6,18,0.2434270187144504,0.1219414473325039,0.29403956970169504,0.1219414473325039,profile+rate,7
0.13984945430353926,7,30,3,12,4,18,0.35168179717481624,0.12093792896896484,0.34831468131630733,0.12093792896896484,profile+AB+rate,12
0.12825415600437562,10,30,5,12,5,18,0.1889901055077756,0.12127261842184305,0.2854602098132508,0.12127261842184305,profile+dyn+rate,13
0.13792607060118955,7,30,2,12,5,18,0.2163905598509838,0.12131648408608524,0.2737472852238853,0.12131648408608524,profile+zero+rate,10
0.1344814847646914,8,30,3,12,5,18,0.3447283227644534,0.12393687158715022,0.35579228305274974,0.12393687158715022,profile+AB+dyn+rate,18
0.11626640349244127,10,30,5,12,5,18,0.20288171219214168,0.1143967959342026,0.28004127329366146,0.1143967959342026,all_28,28
0.12320323894864074,9,30,4,12,5,18,0.2694487090732013,0.12105791378351924,0.3140504064389487,0.12105791378351924,all_no_chord,23
0.11649806580073513,9,30,4,12,5,18,0.2018246382747365,0.11948083351017935,0.2852855240493943,0.11948083351017935,all_no_flow_point,27
0.1655598914075206,7,30,2,12,5,18,0.2993724773123399,0.12356913276630617,0.3058923013199377,0.12356913276630617,profile_only,6
