MAE,pass,total,u_L,u_r,u_d,model
0.18069753889977086,5,30,0.4408261150536457,0.12240215640530121,0.296865273277988,phys6
0.8661977626552989,2,30,12.850305050901495,0.6082353971368049,7.77584102861142,ridge
0.1392112082050077,7,30,0.296604352033547,0.12217137992285834,0.31320911510948124,svr
0.1176587678040989,9,30,0.20288171219214168,0.11441877328177345,0.2842155581891023,et
