MAE,pass,total,pass_single,n_single,pass_mixed,n_mixed,u_L,u_r,u_d,mode
0.18069753889977086,5,30,1,12,4,18,0.4408261150536457,0.12240215640530121,0.296865273277988,
0.1299580146565322,10,30,5,12,5,18,0.22572447259033088,0.12127261842184305,0.2990187142432708,adaptive τ
0.14143421764735684,6,30,1,12,5,18,0.31212524194539953,0.12171102138726987,0.29116440566458673,fixed η=0.5
0.1278111727258017,10,30,5,12,5,18,0.1889901055077756,0.12127261842184305,0.2854602098132508,fixed η=1.0
