window_id,ts_q_cv,ts_q_mad_rel,ts_q_iqr_rel,ts_q_drift_rel,ts_q_tv_step_rel,ts_q_lag1,ts_q_start_over_plateau,ts_q_end_over_plateau,ts_q_plateau_cv,ts_q_spike_frac,ts_channel_cv_mean,ts_channel_cv_max,ts_channel_plateau_cv_mean,ts_channel_drift_abs_mean,ts_channel_tv_mean,ts_pair_corr_mean,ts_pair_corr_min,ts_diff_top_bottom_std,ts_diff_top_bottom_drift,ts_diff_inner_skew_std,ts_diff_inner_skew_drift,ts_diff_center_edge_std,ts_diff_center_edge_drift,ts_diff_alternating_std,ts_diff_alternating_drift
updated_20260609_home__20260609_085806,0.2658811088512125,0.010168072227002571,0.04505202679981959,-0.02115424140906097,0.021277971153478882,0.9881734049087272,-0.28421915517187935,-0.2969909105498064,0.0094208235818397,0.21487603305785125,0.26686570410141425,0.2693264337694136,0.01461474451051395,0.021169742584127425,0.027240545577648972,0.9977891023283799,0.9955927101597704,0.08183339751625532,-0.026962379308369675,0.08961132281036399,-0.056106901267002206,0.20938513588732777,0.1900791485518045,0.0366340746232544,0.029144521958632524
updated_20260609_home__20260609_093941,0.23622585753373423,0.008548995769438761,0.019241695645473032,-0.13161802806588363,0.016732488775056613,0.982431180267029,-0.12844275762200197,-0.2455333690588658,0.008013378515165322,0.18125,0.23637802817998485,0.23906960135981853,0.0154835576084436,0.13137313725029356,0.02559794189932286,0.9958761420973647,0.9918749459823752,0.16105267947503266,0.06986359007188114,0.17181181555933078,-0.06703310434206086,0.28974720183562425,0.3116321793337513,0.15301404257655177,0.136896694413942
updated_20260609_home__20260609_094422,0.16923833093671323,0.0031064871504632,0.00615493759842229,-0.030039116513111454,0.011227807661901314,0.9835535290027558,-0.09976459284632688,-0.12564788885567912,0.0032908107183621895,0.08898305084745763,0.17022251877515246,0.17247025118536716,0.0181826359903818,0.030076731975117316,0.02363787064494589,0.9860427375201803,0.9757897406764701,0.08663671126156307,0.02974303545945983,0.06792257769122624,0.038080626243748944,0.09507266201895913,0.039151898011632325,0.043896697094885126,-0.008337590784289115
updated_20260609_home__20260609_101255,0.18677916187130475,0.005005616250495075,0.010126519216769159,-0.03092006689634562,0.013797952456533666,0.9708167129352776,-0.1145719832593941,-0.13888848326939152,0.005423972426705131,0.12234042553191489,0.1873458741194934,0.1882448926256826,0.014734528133184262,0.030922017202290042,0.02387753281813276,0.9927639998696774,0.9873454969105976,0.2777104693822349,0.07316016762492628,0.14556101494610568,0.009469612054852462,0.19404688729695863,-0.09529444856932656,0.15182719921852125,0.0636905555700738
updated_20260609_home__20260609_110218,0.1387225689127117,0.0038636798127452973,0.007561265442984095,-0.05986208269779781,0.011425171856878287,0.9297193794316828,-0.028682142375864084,-0.07656790034437455,0.003804693967200185,0.12751677852348994,0.1396231407006423,0.14089992879908317,0.015225433985875203,0.05995543687208338,0.023172798834132636,0.9832075454824336,0.9677283480115266,0.2252698116414044,-0.0032436228437303116,0.18533352187297714,-0.06146608349093785,0.1890087737797718,-0.10901536795102082,0.17209080513352587,0.058222460647207555
updated_20260609_home__20260609_112709,0.26053023661427976,0.019917894119161686,0.053229684706927814,0.0032941576285142674,0.02106900585338557,0.9873385570744202,-0.2989951436690098,-0.28645794262023294,0.013688935589914726,0.2,0.2609180920165877,0.2620494080544675,0.018941673406921617,0.004267040848402659,0.028650841828563145,0.9970013243803979,0.994642741956933,0.19264313585927598,0.09333349748464466,0.23608325475913758,0.08130346309925353,0.06406590683082371,-0.026980816314982434,0.09998120422598133,0.01203003438539118
updated_20260609_home__20260609_124246,0.28030429522599354,0.007386255378679099,0.02612116951868504,-0.11377749837325189,0.01920350872813688,0.9899566045633426,-0.2534383350526741,-0.35410269355941626,0.006906209739602816,0.23484848484848486,0.28146179299222523,0.2837660342606903,0.014106796566999235,0.11406912232837074,0.026213587037446605,0.9975486750764511,0.9952550353523366,0.4653999678958323,-0.0344174101524539,0.20238906537950369,-0.1387776949926295,0.2625863550526455,0.175173838933192,0.448093886454579,0.10436028484017557
updated_20260609_home__20260609_130119,0.23006979054995091,0.009302215184064615,0.018189305278001465,-0.0017969897542822787,0.018287378991498637,0.9824833169413412,-0.2024264150896561,-0.1981551981665195,0.009073209643678075,0.16058394160583941,0.23051532199259409,0.23291094832792514,0.015688112708057842,0.005932817687569281,0.02642553373660473,0.9961707287656182,0.9913215340259504,0.2561181902205467,0.009899104565849269,0.12592144860447724,-0.0302306302483545,0.06802974851436215,-0.037208427118572224,0.14370619073843405,0.04012973481420377
updated_20260609_home__20260609_132339,0.20621744362666952,0.004144831991901341,0.008824621809853246,-0.02490272250030106,0.01608397141698375,0.9760667012232612,-0.1469412414901068,-0.16763199742199753,0.004391741655454427,0.125,0.20712463971791667,0.20916075488869862,0.0132477197959468,0.02488089042071967,0.025355364155972317,0.9947398317663776,0.9895958153513105,0.2263967467348071,-0.011997494873675286,0.06491909847488289,-0.012777463981133646,0.12402437832554897,0.07422279877343187,0.16520734675682772,0.0007799691074583684
updated_20260609_home__20260609_133044,0.20326208894038406,0.0034919826187723548,0.006949629951836459,-0.03810347072969169,0.01184288777992011,0.9890813785075353,-0.13213093832677025,-0.16544788488336515,0.0036684061042090168,0.10084033613445378,0.20441546049543646,0.20765877865738966,0.01783385315718086,0.03830713770659867,0.02388704607270694,0.9898689873950127,0.9821447317127302,0.09772096371770463,-0.04917672793666737,0.1498631641162386,0.00785504869763532,0.146929373305304,0.13037874207593736,0.15477948672363967,-0.05703177663430268
updated_20260609_home__20260609_153413,0.24653695992084515,0.013320277826093069,0.022766492304845367,0.0051387395650063705,0.019617484650735918,0.9856656922379337,-0.26465154359207177,-0.24655270071117608,0.0113504955918794,0.20967741935483872,0.2469696047507358,0.24924591474885996,0.016505252752651682,0.00654012374879373,0.027457645581043032,0.9970037755937564,0.9949603320767455,0.25161008354660375,0.06862894445622728,0.17135920037561794,0.08091030009265686,0.03803807956945457,0.010294180436306418,0.1249716292940278,-0.012281355636429604
