MAE,pass,total,u_L,u_r,u_d,model
0.18069753889977086,5,30,0.4408261150536457,0.12240215640530121,0.296865273277988,phys6
0.22311983662950333,5,30,1.417381469796551,0.14656487451515976,0.9611577130820359,ridge
0.15203980811639717,4,30,0.33816144030069983,0.15485186228780956,0.3475368869503642,svr
0.09184306719575124,7,30,0.15444530094243142,0.1509353546764436,0.26604509557056544,gbrt
0.12825415600437562,10,30,0.1889901055077756,0.12127261842184305,0.2854602098132508,et
