MAE,pass,total,u_L,u_r,u_d,feature_set,n_features
0.18069753889977086,5,30,0.4408261150536457,0.12240215640530121,0.296865273277988,Phys6基线,
0.1278111727258017,10,30,0.1889901055077756,0.12127261842184305,0.2854602098132508,原13维窗口特征,13.0
0.14776529020086587,10,30,0.3330667109523536,0.13761537639507995,0.353588957013199,25维逐秒紧凑特征,25.0
0.12747214078409924,10,30,0.24502726043049644,0.13208311446221835,0.3183098582643843,13+25=38维,38.0
