method,mae_pct,mean_error_pct,max_abs_error_pct
phys6,0.18065295462705475,-0.13642356107814085,0.49514628929691873
owics,0.5062372867298259,0.5062372867298259,1.0007265574860682
lagrange,0.18361308791068262,-0.007929576951065113,0.6440120963209168
equal_weight,0.6372915483309483,0.6372915483309483,1.0836033820647675
