holdout_date,n_windows,mae_pct,mean_error_pct
20260607,10,0.38880212064005965,-0.38880212064005965
20260608,13,0.24701781997740957,-0.24701781997740957
20260609,17,0.3343674727849799,-0.3343674727849799
20260610,14,0.18421711378075872,-0.17718736824370726
20260612,18,0.2144495568046268,-0.19406076222886529
20260613,28,0.11028790630719384,-0.01658224983599187
20260614,29,0.11408810983785693,-0.0721560407715153
20260615,30,0.10372202014328782,-0.01297264411882702
